split,image_path,label_path,line_no,class_id,class_name,x,y,w,h,bbox_w_px,bbox_h_px,bbox_area_ratio,bbox_area_px,aspect_ratio,issues
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000612.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000612.txt,1,0,helmet,0.280273,0.370117,0.322266,0.708984,330.000384,362.999808,0.22848143774399998,119790.07603192626,0.4545462238922176,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000612.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000612.txt,2,0,helmet,0.734863,0.719727,0.018555,0.044922,19.00032,23.000064,0.0008335277099999999,437.00857602047995,0.41304928542807534,small_bbox_ratio
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000612.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000612.txt,3,0,helmet,0.585938,0.49707,0.015625,0.033203,16.0,16.999936,0.000518796875,271.998976,0.47059000692708486,"small_bbox_ratio,tiny_bbox_px"
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000613.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000613.txt,1,0,helmet,0.279114,0.313013,0.497468,0.536928,392.99972,457.99958399999997,0.267104498304,179993.7082721165,0.9265078371774242,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000614.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000614.txt,1,0,helmet,0.199231,0.382597,0.263077,0.654696,171.00005000000002,236.99995199999998,0.17223545959199998,40527.003641997595,0.4018307733665702,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000614.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000614.txt,2,0,helmet,0.78,0.407459,0.156923,0.367403,101.99995,132.999886,0.057653980969,13565.981722005701,0.4271140954211044,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000615.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000615.txt,1,0,helmet,0.771104,0.155172,0.133117,0.231527,41.000036,46.999981000000005,0.030820179659000004,1927.0009129993161,0.5749523813637286,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000615.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000615.txt,2,0,helmet,0.644481,0.20936,0.094156,0.152709,29.000048,30.999927000000003,0.014378468604000001,898.999370996496,0.6165713874100412,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000618.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000618.txt,1,0,helmet,0.503333,0.145,0.18,0.223333,54.0,66.9999,0.040199939999999997,3617.9946,0.805971352196048,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000619.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000619.txt,1,0,helmet,0.641667,0.22213,0.213333,0.361065,383.9994,434.00013,0.07702707964500001,166655.78951992202,0.5908437538947281,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000622.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000622.txt,1,0,helmet,0.61013,0.282301,0.186101,0.384071,157.99974899999998,217.000115,0.07147599717099999,34285.96370297113,0.48454842984760627,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000622.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000622.txt,2,0,helmet,0.777974,0.321239,0.184923,0.330973,156.999627,186.99974500000002,0.061204520079000006,29358.890214095118,0.5587253340906962,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000622.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000622.txt,3,0,helmet,0.388104,0.462832,0.255595,0.426549,217.000155,241.00018500000002,0.10902379165500001,52297.07750002868,0.5992160337968205,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000622.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000622.txt,4,0,helmet,0.138987,0.323894,0.275618,0.530973,233.99968199999998,299.999745,0.146345716314,70199.84493008109,0.5190810078855232,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000626.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000626.txt,1,0,helmet,0.675667,0.213,0.172667,0.352,259.0005,352.0,0.06077878399999999,91168.17599999999,0.49053125,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000627.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000627.txt,1,0,helmet,0.67234,0.381612,0.337589,0.758186,238.00024499999998,300.999842,0.255955253554,71638.0361409613,0.4452588151192451,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000628.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000628.txt,1,0,helmet,0.383854,0.421667,0.130208,0.516667,124.99967999999998,155.0001,0.06727417673599999,19374.962899968,0.25201532128043785,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000628.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000628.txt,2,2,person,0.545833,0.211667,0.158333,0.416667,151.99968,125.0001,0.065972136111,18999.975199968,0.3799988960008832,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000638.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000638.txt,1,0,helmet,0.745342,0.282776,0.298137,0.287918,96.000114,112.000102,0.085839008766,10752.022560011628,1.0354927444619648,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000639.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000639.txt,1,0,helmet,0.654444,0.164444,0.202222,0.253333,90.99990000000001,113.99985,0.051229505926,10373.974950015001,0.7982457871655095,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000640.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000640.txt,1,0,helmet,0.721191,0.128255,0.098633,0.167969,101.000192,129.000192,0.016567286377,13029.044160036865,0.5872095446183522,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000640.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000640.txt,2,0,helmet,0.240723,0.174479,0.108398,0.171875,110.999552,132.0,0.01863090625,14651.940864,0.6306792727272726,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000644.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000644.txt,1,0,helmet,0.6,0.28836,0.224561,0.428571,63.999885000000006,80.99991899999999,0.096240332331,5183.985501009315,0.5239761906428574,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000645.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000645.txt,1,0,helmet,0.318981,0.412963,0.578704,0.683333,625.00032,737.99964,0.395447540432,461250.0111598848,0.8468843155533247,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000648.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000648.txt,1,0,helmet,0.639583,0.241875,0.1925,0.38375,231.0,307.0,0.073871875,70917.0,0.501628664495114,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000649.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000649.txt,1,0,helmet,0.54023,0.180612,0.135632,0.308163,117.99984,150.99987000000002,0.041796764016,17817.9605000208,0.44013071004630666,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000649.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000649.txt,2,0,helmet,0.301724,0.167347,0.196552,0.330612,171.00024,161.99988000000002,0.064982449824,27702.0183599712,0.5945095761799329,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000650.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000650.txt,1,0,helmet,0.835127,0.325132,0.197056,0.27768,896.998912,947.99952,0.05471851008,850354.5380165222,0.7096513972918468,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000650.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000650.txt,2,0,helmet,0.236599,0.282513,0.411248,0.564441,1872.000896,1927.001574,0.23212523236799998,3607348.67312141,0.728593422518917,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000651.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000651.txt,1,0,helmet,0.536538,0.296548,0.263846,0.465481,342.99980000000005,444.99983599999996,0.122815299926,152634.8547480328,0.5668244246274284,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000652.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000652.txt,1,0,helmet,0.730859,0.423611,0.435156,0.597222,556.99968,429.99984,0.259884736632,239509.77328005122,0.7286335734450505,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000652.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000652.txt,2,0,helmet,0.271875,0.421528,0.304688,0.5375,390.00064000000003,387.0,0.1637698,150930.24768,0.5668613953488373,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000653.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000653.txt,1,0,helmet,0.5375,0.3625,0.475,0.63125,304.0,404.0,0.29984374999999996,122815.99999999999,0.7524752475247525,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000655.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000655.txt,1,0,helmet,0.305442,0.197605,0.145578,0.212575,106.99983,142.0001,0.03094624335,15193.986559983,0.6848312360343409,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000655.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000655.txt,2,0,helmet,0.735374,0.211078,0.180952,0.200599,132.99972,134.000132,0.036298790248,17821.980035963043,0.902058335285819,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000656.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000656.txt,1,0,helmet,0.669583,0.273089,0.1375,0.316879,165.0,199.00001200000003,0.04357086250000001,32835.00198000001,0.4339195718239454,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000656.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000656.txt,2,0,helmet,0.344583,0.332006,0.204167,0.41242,245.00039999999998,258.99976,0.08420255414,63455.044799904,0.49504631201202653,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000656.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000656.txt,3,0,helmet,0.160417,0.372611,0.100833,0.232484,120.9996,145.999952,0.023442059172000002,17665.9357920192,0.4337201699901929,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000658.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000658.txt,1,0,helmet,0.5525,0.335835,0.1375,0.262664,220.00000000000003,279.999824,0.036116300000000004,61599.96128,0.5234824719032681,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000658.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000658.txt,2,0,helmet,0.408438,0.276735,0.125625,0.230769,200.99999999999997,245.999754,0.028990355625,49445.950553999995,0.5443755443755444,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000658.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000658.txt,3,0,helmet,0.248438,0.354128,0.148125,0.287992,237.0,306.999472,0.042658815,72758.874864,0.514337203811217,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000662.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000662.txt,1,0,helmet,0.506944,0.165222,0.100116,0.221316,346.000896,434.000676,0.022157272656,150164.62276060568,0.4523667516130781,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000662.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000662.txt,2,0,helmet,0.2636,0.141509,0.097222,0.217746,335.999232,426.999906,0.021169701612000002,143471.6404800722,0.4464927025065903,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000662.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000662.txt,3,0,helmet,0.743634,0.125191,0.101273,0.224885,349.999488,440.999485,0.022774778605,154349.5939582637,0.45033239211152365,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000664.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000664.txt,1,0,helmet,0.515365,0.25507,0.151562,0.322933,290.99904,414.000106,0.04894437134600001,120473.63340589825,0.469329551331081,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000664.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000664.txt,2,0,helmet,0.269271,0.373245,0.172917,0.326833,332.00064,418.99990599999995,0.05651498186099999,139108.23695193982,0.529068362129895,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000666.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000666.txt,1,0,helmet,0.6092,0.337127,0.052,0.125178,65.0,88.000134,0.006509256000000001,5720.008710000001,0.415408458355302,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000666.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000666.txt,2,0,helmet,0.7104,0.352063,0.064,0.14367,80.0,101.00000999999999,0.009194879999999999,8080.000799999999,0.44546530242917803,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000666.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000666.txt,3,0,helmet,0.8676,0.323613,0.196,0.337127,245.0,237.000281,0.066076892,58065.068845,0.581383276925313,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000666.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000666.txt,4,0,helmet,0.8004,0.437411,0.0568,0.118065,71.0,82.999695,0.006706092,5892.978345,0.48109092449074664,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000666.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000666.txt,5,0,helmet,0.4716,0.354196,0.06,0.133713,75.0,94.000239,0.00802278,7050.017925,0.44872226335509635,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000666.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000666.txt,6,0,helmet,0.29,0.334993,0.0616,0.13229,77.0,92.99986999999999,0.008149064,7160.98999,0.4656436616524303,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000666.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000666.txt,7,0,helmet,0.1896,0.573969,0.0848,0.220484,106.0,155.00025200000002,0.018697043200000003,16430.026712000003,0.3846084069592351,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000666.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000666.txt,8,0,helmet,0.1224,0.252489,0.1824,0.348506,228.0,244.999718,0.0635674944,55859.935703999996,0.5233769289481387,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000667.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000667.txt,1,0,helmet,0.284666,0.389937,0.158238,0.243187,96.999894,116.000199,0.03848142450599999,11252.007006978904,0.6506844527051199,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000667.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000667.txt,2,0,helmet,0.145188,0.322851,0.185971,0.310273,114.000223,148.000221,0.057701780083000004,16872.058198049286,0.5993786117386946,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000667.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000667.txt,3,0,helmet,0.559543,0.338574,0.270799,0.333333,165.999787,158.999841,0.090266243067,26393.939739033867,0.8123978123978125,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000667.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000667.txt,4,0,helmet,0.867047,0.158281,0.265905,0.308176,162.999765,146.999952,0.08194553928000001,23960.95763101128,0.8628348735787342,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000670.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000670.txt,1,0,helmet,0.236719,0.454861,0.34375,0.651389,440.0,469.00008,0.22391496875,206360.03519999998,0.5277184600906678,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000671.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000671.txt,1,0,helmet,0.7735,0.4245,0.279,0.297,279.0,297.0,0.082863,82863.0,0.9393939393939396,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000674.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000674.txt,1,0,helmet,0.22,0.443769,0.248571,0.449848,173.9997,147.99999200000002,0.111819167208,25751.9542080024,0.5525666447333321,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000674.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000674.txt,2,0,helmet,0.071429,0.518237,0.14,0.68997,98.00000000000001,227.00012999999998,0.09659580000000001,22246.012740000002,0.202907372784324,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000674.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000674.txt,3,0,helmet,0.7,0.531915,0.097143,0.24924,68.00009999999999,81.99996,0.024211921319999996,5576.005479995999,0.3897568608570053,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000674.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000674.txt,4,0,helmet,0.9,0.255319,0.197143,0.504559,138.0001,165.999911,0.099470274937,22908.004317991097,0.3907233841830193,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000679.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000679.txt,1,0,helmet,0.701,0.297991,0.418,0.591518,209.0,265.000064,0.24725452399999998,55385.013375999995,0.7066564331093897,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000683.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000683.txt,1,0,helmet,0.735,0.392222,0.4125,0.78,330.0,351.0,0.32175,115829.99999999999,0.5288461538461539,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000684.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000684.txt,1,0,helmet,0.293351,0.37355,0.146023,0.320186,111.99964099999998,138.000166,0.046754520278,15455.969049940404,0.45605679198965593,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000684.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000684.txt,2,2,person,0.581486,0.299304,0.11734,0.25522,89.99978,109.99982,0.029947514800000002,9899.9596000396,0.45976020688033853,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000686.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000686.txt,1,0,helmet,0.3315,0.207646,0.159,0.325337,159.0,216.999779,0.051728583,34502.964861,0.4887240000368849,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000688.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000688.txt,1,0,helmet,0.476667,0.195,0.153333,0.383333,91.9998,114.9999,0.058777598889,10579.967800019998,0.3999994782604159,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000689.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000689.txt,1,0,helmet,0.350391,0.236111,0.186719,0.469444,239.00032,337.99967999999996,0.08765411423599999,80782.0316798976,0.3977449919479214,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000695.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000695.txt,1,0,helmet,0.545763,0.209337,0.172881,0.340361,101.99979,112.999852,0.058841950041000006,11525.961174031081,0.5079342227811059,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000697.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000697.txt,1,0,helmet,0.56875,0.215741,0.129167,0.272222,124.00032,146.99988000000002,0.035162099074,18228.0321599616,0.47449140774808796,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000699.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000699.txt,1,0,helmet,0.401646,0.372654,0.132582,0.24933,152.999628,186.00018,0.03305667006,28457.95834793304,0.5317530983034533,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000699.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000699.txt,2,0,helmet,0.182842,0.290885,0.138648,0.310992,159.99979199999999,232.000032,0.043118418815999995,37119.95686399334,0.4458249729896589,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000699.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000699.txt,3,2,person,0.569757,0.33311,0.129116,0.25067,148.999864,186.99982,0.032365507720000006,27862.947748024482,0.5150835760162764,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000699.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000699.txt,4,2,person,0.789428,0.27815,0.121317,0.237265,139.999818,176.99969000000002,0.028784278005,24779.92438605642,0.5113143531494321,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000701.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000701.txt,1,0,helmet,0.502308,0.374869,0.332308,0.653403,432.0004,623.999865,0.21713104412399997,269568.19127994595,0.5085804625935296,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000703.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000703.txt,1,0,helmet,0.321354,0.242593,0.171875,0.407407,165.0,219.99978000000002,0.070023078125,36299.9637,0.4218754218754219,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000703.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000703.txt,2,0,helmet,0.166667,0.272222,0.245833,0.459259,235.99967999999998,247.99985999999998,0.112901017747,58527.8876000448,0.5352818344332937,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000704.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000704.txt,1,0,helmet,0.64375,0.395703,0.092708,0.166406,177.99936,212.99968,0.015427167448,37913.806720204804,0.557119334639376,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000704.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000704.txt,2,0,helmet,0.72526,0.353125,0.119271,0.192188,229.00032000000002,246.00064,0.022922454948,56334.2252802048,0.620595458613441,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000704.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000704.txt,3,0,helmet,0.394531,0.328516,0.094271,0.169531,181.00032,216.99967999999998,0.015981856901,39277.0115198976,0.5560693914387339,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000707.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000707.txt,1,0,helmet,0.598152,0.234173,0.235566,0.161871,204.000156,225.00069,0.038131303985999995,45900.175860107636,1.4552699371721927,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000708.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000708.txt,1,0,helmet,0.627083,0.25,0.245833,0.208333,58.999919999999996,69.999888,0.051215126389,4129.98779200896,1.1800002880004608,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000708.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000708.txt,2,0,helmet,0.164583,0.392857,0.279167,0.220238,67.00008,73.999968,0.061483181745999996,4958.003775997439,1.2675696292192993,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000712.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000712.txt,1,0,helmet,0.550943,0.364807,0.118239,0.218884,94.000005,101.999944,0.025880625275999998,9587.995245999718,0.5401902377515031,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000712.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000712.txt,2,0,helmet,0.442138,0.381974,0.14717,0.257511,117.00014999999999,120.000126,0.03789789387,14040.032742018899,0.5715095665816218,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000712.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000712.txt,3,0,helmet,0.244025,0.285408,0.08805,0.158798,69.99975,73.99986799999999,0.0139821639,5179.972260033001,0.5544780160959206,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000713.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000713.txt,1,0,helmet,0.348966,0.334444,0.427586,0.664444,309.99985000000004,298.9998,0.284106952184,92689.89315003001,0.6435245107187363,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000714.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000714.txt,1,0,helmet,0.75375,0.172665,0.13125,0.194516,210.0,227.000172,0.025530225,47670.03612,0.6747516913775731,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000714.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000714.txt,2,0,helmet,0.56875,0.162382,0.09125,0.177378,146.0,207.00012600000002,0.0161857425,30222.018396,0.5144380926608711,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_part2_000714.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_part2_000714.txt,3,0,helmet,0.39375,0.204799,0.10875,0.18509,174.0,216.00003,0.0201285375,37584.00522,0.5875520017288887,
